title,year released,certificate,duration,genre,rating,votes
Top Gear,2002,TV-14,60 min,"Adventure, Comedy, Reality-TV",8.0,218
Top Gear,2002,TV-PG,58 min,"Adventure, Comedy, Reality-TV",7.8,204
Top Gear,2002,TV-PG,60 min,"Adventure, Comedy, Reality-TV",7.9,201
Top Gear,2002,TV-PG,58 min,"Adventure, Comedy, Reality-TV",8.2,227
Top Gear,2002,TV-PG,60 min,"Adventure, Comedy, Reality-TV",8.3,227
Top Gear,2002,TV-PG,60 min,"Adventure, Comedy, Reality-TV",7.9,201
Top Gear,2002,TV-PG,60 min,"Adventure, Comedy, Reality-TV",8.7,"118,264"
Top Gear,2002,TV-PG,54 min,"Adventure, Comedy, Reality-TV",8.3,253
Feedback,2002,R,88 min,"Sci-Fi, Thriller",4.8,275
The Lord of the Rings: The Two Towers,2002,PG-13,179 min,"Action, Adventure, Drama",8.8,"1,642,708"
Top Gear,2002,TV-PG,59 min,"Adventure, Comedy, Reality-TV",4.5,330
Wilbur Wants to Kill Himself,2002,R,109 min,"Comedy, Drama, Romance",6.8,"7,890"
Top Gear,2002,TV-PG,51 min,"Adventure, Comedy, Reality-TV",8.4,251
Taboo,2002,R,80 min,"Drama, Horror, Mystery",3.5,"1,906"
Jonah: A VeggieTales Movie,2002,G,82 min,"Animation, Adventure, Comedy",6.4,"4,260"
Top Gear,2002,TV-14,61 min,"Adventure, Comedy, Reality-TV",4.8,254
Top Gear,2002,TV-PG,61 min,"Adventure, Comedy, Reality-TV",5.8,224
Top Gear,2002,TV-PG,52 min,"Adventure, Comedy, Reality-TV",9.0,852
Pitaah,2002,Not Rated,126 min,"Action, Drama",6.4,722
Top Gear,2002,TV-PG,62 min,"Adventure, Comedy, Reality-TV",5.4,367
Spider-Man,2002,PG-13,121 min,"Action, Adventure, Sci-Fi",7.4,"809,904"
What's Up with Cinta?,2002,TV-14,112 min,"Drama, Romance",7.7,"2,869"
Naruto,2002,TV-PG,24 min,"Animation, Action, Adventure",8.4,"99,442"
Top Gear,2002,TV-PG,52 min,"Adventure, Comedy, Reality-TV",9.1,630
Astro Boy,2003,TV-Y7,30 min,"Animation, Action, Adventure",6.9,485
Kill Bill: Vol. 1,2003,R,111 min,"Action, Crime, Drama",8.2,"1,103,348"
Chappelle's Show,2003,TV-MA,22 min,"Comedy, Music",8.8,"64,313"
Lara Croft Tomb Raider: The Cradle of Life,2003,PG-13,117 min,"Action, Adventure, Fantasy",5.5,"138,796"
Spy Kids 3: Game Over,2003,PG,84 min,"Action, Adventure, Comedy",4.3,"60,653"
Once Upon a Time in Mexico,2003,R,102 min,"Action, Crime, Thriller",6.3,"162,527"
Pasión de gavilanes,2003,TV-MA,60 min,"Drama, Romance",7.8,"2,514"
Sonic X,2003,TV-Y7,30 min,"Animation, Action, Adventure",6.2,"4,772"
The Mudge Boy,2003,R,94 min,"Crime, Drama, Romance",7.1,"4,538"
Little Britain,2003,TV-MA,29 min,Comedy,7.7,"24,385"
Arrested Development,2003,TV-14,22 min,Comedy,8.7,"302,834"
NCIS,2003,TV-14,60 min,"Action, Crime, Drama",7.8,"145,895"
The Lord of the Rings: The Return of the King,2003,PG-13,201 min,"Action, Adventure, Drama",9.0,"1,819,157"
A Man Apart,2003,R,109 min,"Action, Crime, Drama",6.0,"47,628"
Code Lyoko,2003,TV-Y7,26 min,"Animation, Action, Adventure",7.3,"5,245"
NCIS,2003,TV-14,60 min,"Action, Crime, Drama",7.8,"145,896"
Bleach,2004,TV-14,24 min,"Animation, Action, Adventure",7.5,321
Bleach,2004,TV-14,23 min,"Animation, Action, Adventure",7.8,296
Bleach,2004,TV-14,24 min,"Animation, Action, Adventure",8.9,570
Ghost in the Shell 2: Innocence,2004,PG-13,100 min,"Animation, Drama, Mystery",7.4,"38,504"
Bleach,2004,TV-14,24 min,"Animation, Action, Adventure",8.4,566
Bleach,2004,TV-14,24 min,"Animation, Action, Adventure",7.6,365
Bleach,2004,TV-14,24 min,"Animation, Action, Adventure",7.2,304
Bleach,2004,TV-14,24 min,"Animation, Action, Adventure",6.2,221
Bleach,2004,TV-14,23 min,"Animation, Action, Adventure",7.8,287
Bleach,2004,TV-14,24 min,"Animation, Action, Adventure",8.0,379
Bleach,2004,TV-14,24 min,"Animation, Action, Adventure",8.3,508
Bleach,2004,TV-14,24 min,"Animation, Action, Adventure",8.6,491
Bleach,2004,TV-14,24 min,"Animation, Action, Adventure",8.4,556
Bleach,2004,TV-14,24 min,"Animation, Action, Adventure",7.6,355
Bleach,2004,TV-14,24 min,"Animation, Action, Adventure",9.0,584
Bleach,2004,TV-14,24 min,"Animation, Action, Adventure",7.7,321
Flip a Coin,2004,Not Rated,95 min,Comedy,6.1,52
Bleach,2004,TV-14,24 min,"Animation, Action, Adventure",7.5,313
Bleach,2004,TV-14,24 min,"Animation, Action, Adventure",7.6,366
Bleach,2004,TV-14,24 min,"Animation, Action, Adventure",7.9,346
Bleach,2004,TV-14,24 min,"Animation, Action, Adventure",8.4,556
Bleach,2004,TV-14,24 min,"Animation, Action, Adventure",8.1,535
Bleach,2004,TV-14,24 min,"Animation, Action, Adventure",8.5,562
Bleach,2004,TV-14,24 min,"Animation, Action, Adventure",7.6,406
Bleach,2004,TV-14,24 min,"Animation, Action, Adventure",9.1,633
Bleach,2004,TV-14,24 min,"Animation, Action, Adventure",7.7,276
Bleach,2004,TV-14,25 min,"Animation, Action, Adventure",9.1,640
Bleach,2004,TV-14,24 min,"Animation, Action, Adventure",7.7,403
Doc Martin,2004,TV-14,46 min,"Comedy, Drama, Romance",8.4,"16,147"
Bleach,2004,TV-14,23 min,"Animation, Action, Adventure",7.6,244
Bleach,2004,TV-14,24 min,"Animation, Action, Adventure",7.9,350
Bleach,2004,TV-14,24 min,"Animation, Action, Adventure",7.2,290
Bleach,2004,TV-14,24 min,"Animation, Action, Adventure",8.8,541
Bleach,2004,TV-14,23 min,"Animation, Action, Adventure",8.2,465
Bleach,2004,TV-14,24 min,"Animation, Action, Adventure",7.6,279
Bleach,2004,TV-14,24 min,"Animation, Action, Adventure",7.6,621
Bleach,2004,TV-14,23 min,"Animation, Action, Adventure",8.9,619
Bleach,2004,TV-14,23 min,"Animation, Action, Adventure",5.5,200
Bleach,2004,TV-14,24 min,"Animation, Action, Adventure",7.6,440
Gantz,2004,TV-MA,22 min,"Animation, Action, Drama",7.2,"7,933"
Bleach,2004,TV-14,24 min,"Animation, Action, Adventure",8.5,566
Bleach,2004,TV-14,23 min,"Animation, Action, Adventure",8.1,452
Bleach,2004,TV-14,24 min,"Animation, Action, Adventure",7.5,305
Bleach,2004,TV-14,24 min,"Animation, Action, Adventure",8.1,449
Peppa Pig,2004,TV-Y,9 min,"Animation, Adventure, Comedy",6.3,"5,171"
Bleach,2004,TV-14,23 min,"Animation, Action, Adventure",8.2,490
Bleach,2004,TV-14,24 min,"Animation, Action, Adventure",7.9,312
Bleach,2004,TV-14,24 min,"Animation, Action, Adventure",8.2,486
Bleach,2004,TV-14,24 min,"Animation, Action, Adventure",8.4,559
Bleach,2004,TV-14,24 min,"Animation, Action, Adventure",8.2,"53,769"
Bleach,2004,TV-14,24 min,"Animation, Action, Adventure",8.0,340
Bleach,2004,TV-14,23 min,"Animation, Action, Adventure",7.8,284
Bleach,2004,TV-14,24 min,"Animation, Action, Adventure",7.4,283
Bleach,2004,TV-14,24 min,"Animation, Action, Adventure",8.2,440
Bleach,2004,TV-14,24 min,"Animation, Action, Adventure",7.7,269
Bleach,2004,TV-14,24 min,"Animation, Action, Adventure",7.8,322
Bleach,2004,TV-14,24 min,"Animation, Action, Adventure",8.7,551
Kill Bill: Vol. 2,2004,R,137 min,"Action, Crime, Thriller",8.0,"749,653"
Bleach,2004,TV-14,24 min,"Animation, Action, Adventure",8.8,568
Bleach,2004,TV-14,24 min,"Animation, Action, Adventure",8.0,325
Bleach,2004,TV-14,24 min,"Animation, Action, Adventure",7.8,329
Juhong geulshi,2004,Not Rated,115 min,"Drama, Mystery, Thriller",6.4,"1,119"
A Very Long Engagement,2004,R,133 min,"Drama, Mystery, Romance",7.6,"73,958"
Bleach,2004,TV-14,25 min,"Animation, Action, Adventure",6.7,153
Bleach,2004,TV-14,24 min,"Animation, Action, Adventure",7.9,319
Bleach,2004,TV-14,24 min,"Animation, Action, Adventure",7.5,312
Roscoe's House of Chicken n Waffles,2004,Not Rated,90 min,Comedy,4.1,71
A Cinderella Story,2004,PG,95 min,"Comedy, Family, Romance",5.9,"87,840"
Shameless,2004,TV-MA,90 min,"Comedy, Crime, Drama",8.0,"16,895"
Out of Reach,2004,R,86 min,"Action, Crime, Drama",4.0,"4,952"
Howl's Moving Castle,2004,PG,119 min,"Animation, Adventure, Family",8.2,"390,278"
Yu-Gi-Oh!: The Movie - Pyramid of Light,2004,PG,90 min,"Animation, Action, Adventure",4.9,"8,621"
Bleach,2004,TV-14,23 min,"Animation, Action, Adventure",7.4,235
Winx Club,2004,TV-Y7,25 min,"Animation, Action, Adventure",6.1,"7,005"
The Adventures of Sharkboy and Lavagirl 3-D,2004,PG,93 min,"Action, Adventure, Comedy",3.6,"38,137"
The Staircase,2004,TV-MA,629 min,"Documentary, Crime, Drama",7.8,"24,588"
Bleach,2004,TV-14,23 min,"Animation, Action, Adventure",8.7,525
Meeting a Bullet,2004,R,75 min,Crime,3.7,115
Bleach,2004,TV-14,26 min,"Animation, Action, Adventure",6.7,159
Bleach,2004,TV-14,24 min,"Animation, Action, Adventure",7.7,325
Bleach,2004,TV-14,24 min,"Animation, Action, Adventure",7.5,474
Bleach,2004,TV-14,24 min,"Animation, Action, Adventure",7.2,327
Bleach,2004,TV-14,24 min,"Animation, Action, Adventure",8.8,552
Bleach,2004,TV-14,23 min,"Animation, Action, Adventure",8.1,375
Avatar: The Last Airbender,2005,TV-Y7,23 min,"Animation, Action, Adventure",7.9,"3,662"
Avatar: The Last Airbender,2005,TV-Y7,25 min,"Animation, Action, Adventure",7.7,"3,993"
Avatar: The Last Airbender,2005,TV-Y7,23 min,"Animation, Action, Adventure",8.0,"4,163"
Lord of War,2005,R,122 min,"Crime, Drama",7.6,"316,908"
Gie,2005,Not Rated,147 min,"Biography, Drama",7.6,997
Avatar: The Last Airbender,2005,TV-Y7,25 min,"Animation, Action, Adventure",9.1,"4,257"
Avatar: The Last Airbender,2005,TV-Y7,25 min,"Animation, Action, Adventure",8.4,"3,732"
Avatar: The Last Airbender,2005,TV-Y7,30 min,"Animation, Action, Adventure",7.6,"3,726"
Johnny Test,2005,TV-Y,21 min,"Animation, Action, Adventure",7.5,47
The Suite Life of Zack & Cody,2005,TV-G,30 min,"Comedy, Family",6.5,"36,629"
Avatar: The Last Airbender,2005,TV-Y7,24 min,"Animation, Action, Adventure",7.8,"3,791"
Avatar: The Last Airbender,2005,TV-Y7,24 min,"Animation, Action, Adventure",7.9,"3,682"
Avatar: The Last Airbender,2005,TV-Y7,25 min,"Animation, Action, Adventure",9.3,"4,584"
Avatar: The Last Airbender,2005,TV-Y7,25 min,"Animation, Action, Adventure",7.8,"4,093"
Avatar: The Last Airbender,2005,TV-Y7,25 min,"Animation, Action, Adventure",8.6,"3,551"
Rumor Has It...,2005,PG-13,97 min,"Comedy, Drama, Romance",5.5,"58,670"
The True Story of Alexander the Great,2005,Not Rated,150 min,"Documentary, Biography, Drama",7.6,110
Hell's Kitchen,2005,TV-14,42 min,"Game-Show, Reality-TV",7.1,"20,887"
Avatar: The Last Airbender,2005,TV-Y7,24 min,"Animation, Action, Adventure",7.4,"3,627"
Welcome to Dongmakgol,2005,Not Rated,133 min,"Comedy, Drama, War",7.6,"7,195"
Johnny Test,2005,TV-Y,22 min,"Animation, Action, Adventure",7.8,53
Johnny Test,2005,TV-Y7,23 min,"Animation, Action, Adventure",6.5,28
Johnny Test,2005,TV-Y7,23 min,"Animation, Action, Adventure",6.6,29
Johnny Test,2005,TV-Y7,23 min,"Animation, Action, Adventure",6.4,32
Avatar: The Last Airbender,2005,TV-Y7,22 min,"Animation, Action, Adventure",9.4,"4,138"
Johnny Test,2005,TV-Y7,30 min,"Animation, Action, Adventure",5.1,"8,436"
Johnny Test,2005,TV-Y7,23 min,"Animation, Action, Adventure",6.8,39
The Comedians of Comedy,2005,R,103 min,"Comedy, Documentary",7.2,"2,614"
Puppy,2005,Not Rated,95 min,"Comedy, Drama, Horror",5.9,299
Johnny Test,2005,TV-Y7,23 min,"Animation, Action, Adventure",6.7,39
The Boondocks,2005,TV-MA,22 min,"Animation, Action, Comedy",8.3,546
Avatar: The Last Airbender,2005,TV-Y7,24 min,"Animation, Action, Adventure",8.6,"3,741"
Racing Stripes,2005,PG,102 min,"Adventure, Comedy, Drama",5.2,"17,338"
Johnny Test,2005,TV-Y7,23 min,"Animation, Action, Adventure",6.1,34
Avatar: The Last Airbender,2005,TV-Y7,25 min,"Animation, Action, Adventure",8.5,"3,960"
Johnny Test,2005,TV-Y7,23 min,"Animation, Action, Adventure",7.1,39
Johnny Test,2005,TV-Y7,23 min,"Animation, Action, Adventure",5.9,28
The Boondocks,2005,TV-MA,22 min,"Animation, Action, Comedy",7.8,324
Avatar: The Last Airbender,2005,TV-Y7,24 min,"Animation, Action, Adventure",8.1,"3,423"
The Boondocks,2005,TV-MA,20 min,"Animation, Action, Comedy",8.1,300
Avatar: The Last Airbender,2005,TV-Y7,25 min,"Animation, Action, Adventure",9.0,"3,803"
Avatar: The Last Airbender,2005,TV-Y7,25 min,"Animation, Action, Adventure",8.8,"3,865"
Johnny Test,2005,TV-Y7,23 min,"Animation, Action, Adventure",7.5,45
Johnny Test,2005,TV-Y7,23 min,"Animation, Action, Adventure",6.4,37
The Boondocks,2005,TV-MA,23 min,"Animation, Action, Comedy",7.4,271
The Boondocks,2005,TV-MA,22 min,"Animation, Action, Comedy",8.5,"30,847"
Johnny Test,2005,TV-Y7,23 min,"Animation, Action, Adventure",6.1,30
The Boondocks,2005,TV-MA,22 min,"Animation, Action, Comedy",7.8,361
Johnny Test,2005,TV-Y7,23 min,"Animation, Action, Adventure",6.8,33
The Boondocks,2005,TV-14,20 min,"Animation, Action, Comedy",8.2,379
Johnny Test,2005,TV-Y7,23 min,"Animation, Action, Adventure",6.6,32
The Boondocks,2005,TV-MA,23 min,"Animation, Action, Comedy",8.2,429
Avatar: The Last Airbender,2005,TV-Y7-FV,23 min,"Animation, Action, Adventure",9.3,"309,241"
Supernatural,2005,TV-14,44 min,"Drama, Fantasy, Horror",8.4,"439,601"
The Boondocks,2005,TV-MA,23 min,"Animation, Action, Comedy",7.8,321
Avatar: The Last Airbender,2005,TV-Y7,25 min,"Animation, Action, Adventure",9.5,"5,383"
The Boondocks,2005,TV-MA,21 min,"Animation, Action, Comedy",8.5,492
Johnny Test,2005,TV-Y,21 min,"Animation, Action, Adventure",8.1,65
The Boondocks,2005,TV-MA,22 min,"Animation, Action, Comedy",8.5,494
Avatar: The Last Airbender,2005,TV-Y7,25 min,"Animation, Action, Adventure",8.5,"3,405"
The Boondocks,2005,TV-MA,22 min,"Animation, Action, Comedy",7.9,479
The Boondocks,2005,TV-MA,23 min,"Animation, Action, Comedy",7.9,345
The Boondocks,2005,TV-MA,20 min,"Animation, Action, Comedy",7.9,587
Johnny Test,2005,TV-Y7,23 min,"Animation, Action, Adventure",7.0,40
Initial D,2005,TV-PG,107 min,"Action, Comedy, Drama",6.3,"8,806"
Avatar: The Last Airbender,2005,TV-Y7,25 min,"Animation, Action, Adventure",8.6,"3,734"
Avatar: The Last Airbender,2005,TV-Y7,25 min,"Animation, Action, Adventure",8.3,"3,652"
Johnny Test,2005,TV-Y7,23 min,"Animation, Action, Adventure",6.7,46
The Boondocks,2005,TV-MA,22 min,"Animation, Action, Comedy",8.1,381
Way of the Vampire,2005,R,82 min,"Action, Horror, Thriller",2.0,"1,649"
Avatar: The Last Airbender,2005,TV-Y7,25 min,"Animation, Action, Adventure",9.2,"5,421"
The Boondocks,2005,TV-MA,21 min,"Animation, Action, Comedy",8.7,387
Avatar: The Last Airbender,2005,TV-Y7,25 min,"Animation, Action, Adventure",8.1,"3,690"
The Boondocks,2005,TV-MA,23 min,"Animation, Action, Comedy",8.4,385
Johnny Test,2005,TV-Y7,21 min,"Animation, Action, Adventure",7.2,58
Johnny Test,2005,TV-Y7,23 min,"Animation, Action, Adventure",6.5,30
Prison Break,2005,TV-14,44 min,"Action, Crime, Drama",8.3,"529,304"
The Boondocks,2005,TV-MA,22 min,"Animation, Action, Comedy",7.5,328
Avatar: The Last Airbender,2005,TV-Y7,25 min,"Animation, Action, Adventure",9.0,"3,829"
Avatar: The Last Airbender,2005,TV-Y7,24 min,"Animation, Action, Adventure",8.9,"3,769"
Avatar: The Last Airbender,2005,TV-Y7,25 min,"Animation, Action, Adventure",8.1,"4,406"
Johnny Test,2005,TV-Y,21 min,"Animation, Action, Adventure",7.3,51
Avatar: The Last Airbender,2005,TV-Y7,25 min,"Animation, Action, Adventure",9.0,"4,443"
Johnny Test,2005,TV-Y7,23 min,"Animation, Action, Adventure",5.8,32
Camp Lazlo!,2005,TV-Y7,30 min,"Animation, Short, Adventure",6.4,"9,971"
Avatar: The Last Airbender,2005,TV-Y7,25 min,"Animation, Action, Adventure",8.7,"3,702"
Avatar: The Last Airbender,2005,TV-Y7,25 min,"Animation, Action, Adventure",8.7,"3,634"
Avatar: The Last Airbender,2005,TV-Y7,25 min,"Animation, Action, Adventure",8.3,"3,493"
Avatar: The Last Airbender,2005,TV-Y7,25 min,"Animation, Action, Adventure",9.5,"4,740"
Avatar: The Last Airbender,2005,TV-Y7,25 min,"Animation, Action, Adventure",7.8,"3,871"
Avatar: The Last Airbender,2005,TV-Y7,25 min,"Animation, Action, Adventure",8.8,"3,895"
Johnny Test,2005,TV-Y,21 min,"Animation, Action, Adventure",7.7,54
Avatar: The Last Airbender,2005,TV-Y7,25 min,"Animation, Action, Adventure",9.1,"4,316"
Next Door,2005,Unrated,75 min,"Horror, Mystery, Thriller",6.4,"10,015"
The Boondocks,2005,TV-MA,22 min,"Animation, Action, Comedy",9.2,511
Avatar: The Last Airbender,2005,TV-Y7,25 min,"Animation, Action, Adventure",8.5,"3,528"
Meerkat Manor,2005,TV-14,26 min,Documentary,8.3,"1,256"
Johnny Test,2005,TV-Y,21 min,"Animation, Action, Adventure",7.2,51
Get Rich or Die Tryin',2005,R,117 min,"Biography, Crime, Drama",5.4,"47,480"
Avatar: The Last Airbender,2005,TV-Y7,25 min,"Animation, Action, Adventure",8.9,"3,733"
Avatar: The Last Airbender,2005,TV-Y7,24 min,"Animation, Action, Adventure",8.3,"3,413"
Avatar: The Last Airbender,2005,TV-Y7,25 min,"Animation, Action, Adventure",6.9,"4,106"
Avatar: The Last Airbender,2005,TV-Y7,25 min,"Animation, Action, Adventure",9.1,"4,461"
The Cave,2005,PG-13,97 min,"Adventure, Horror, Sci-Fi",5.1,"39,112"
Johnny Test,2005,TV-Y7,23 min,"Animation, Action, Adventure",5.6,26
The Boondocks,2005,TV-MA,23 min,"Animation, Action, Comedy",8.3,400
Johnny Test,2005,TV-Y,21 min,"Animation, Action, Adventure",6.9,55
The Girl from Monday,2005,R,84 min,"Action, Comedy, Sci-Fi",5.3,"1,073"
Johnny Test,2005,TV-Y,21 min,"Animation, Action, Adventure",7.5,101
Grey's Anatomy,2005,TV-14,41 min,"Drama, Romance",7.6,"303,617"
Supernatural,2005,TV-14,44 min,"Drama, Fantasy, Horror",8.4,"439,597"
Johnny Test,2005,TV-Y,21 min,"Animation, Action, Adventure",7.5,49
Avatar: The Last Airbender,2005,TV-Y7,24 min,"Animation, Action, Adventure",8.8,"4,218"
Avatar: The Last Airbender,2005,TV-Y7,24 min,"Animation, Action, Adventure",9.6,"3,953"
Avatar: The Last Airbender,2005,TV-Y7,23 min,"Animation, Action, Adventure",7.9,"4,964"
The Puffy Chair,2005,R,85 min,"Comedy, Drama, Romance",6.5,"5,135"
Johnny Test,2005,TV-Y,22 min,"Animation, Action, Adventure",7.4,59
Johnny Test,2005,TV-Y,21 min,"Animation, Action, Adventure",7.3,80
Doom,2005,R,105 min,"Action, Horror, Sci-Fi",5.2,"113,934"
Avatar: The Last Airbender,2005,TV-Y7,22 min,"Animation, Action, Adventure",9.1,"3,856"
Avatar: The Last Airbender,2005,TV-Y7,25 min,"Animation, Action, Adventure",9.0,"3,889"
The Boondocks,2005,TV-MA,23 min,"Animation, Action, Comedy",9.0,559
Avatar: The Last Airbender,2005,TV-Y7,25 min,"Animation, Action, Adventure",7.6,"3,650"
Avatar: The Last Airbender,2005,TV-Y7,25 min,"Animation, Action, Adventure",8.6,"3,747"
The Boondocks,2005,TV-MA,23 min,"Animation, Action, Comedy",8.1,382
Avatar: The Last Airbender,2005,TV-Y7,25 min,"Animation, Action, Adventure",9.6,"5,221"
Avatar: The Last Airbender,2005,TV-Y7,25 min,"Animation, Action, Adventure",8.1,"4,164"
Avatar: The Last Airbender,2005,TV-Y7,25 min,"Animation, Action, Adventure",8.4,"4,307"
Avatar: The Last Airbender,2005,TV-Y7,25 min,"Animation, Action, Adventure",8.0,"3,936"
Johnny Test,2005,TV-Y,22 min,"Animation, Action, Adventure",7.6,69
Save the Forest,2005,Not Rated,90 min,Comedy,6.9,45
Johnny Test,2005,TV-Y7,23 min,"Animation, Action, Adventure",5.8,24
How I Met Your Mother,2005,TV-14,22 min,"Comedy, Romance",8.3,"676,121"
Avatar: The Last Airbender,2005,TV-Y7,25 min,"Animation, Action, Adventure",7.8,"3,737"
Dexter,2006,TV-MA,55 min,"Crime, Drama, Mystery",8.7,"4,876"
Dexter,2006,TV-MA,53 min,"Crime, Drama, Mystery",8.5,"4,783"
Dexter,2006,TV-MA,53 min,"Crime, Drama, Mystery",8.4,"4,787"
Dexter,2006,TV-MA,56 min,"Crime, Drama, Mystery",8.5,"5,036"
Dexter,2006,TV-MA,49 min,"Crime, Drama, Mystery",9.0,"5,114"
Dexter,2006,TV-MA,56 min,"Crime, Drama, Mystery",8.6,"4,924"
Dexter,2006,TV-MA,52 min,"Crime, Drama, Mystery",8.6,"5,001"
Torchwood,2006,TV-MA,50 min,"Action, Drama, Mystery",7.7,"41,119"
Top Chef,2006,TV-14,44 min,"Game-Show, Reality-TV",7.6,"6,220"
Dexter,2006,TV-MA,51 min,"Crime, Drama, Mystery",9.0,"4,919"
H2O: Just Add Water,2006,TV-PG,23 min,"Drama, Family, Fantasy",7.2,"15,477"
This Film Is Not Yet Rated,2006,Unrated,98 min,Documentary,7.4,"28,229"
Hannah Montana,2006,TV-G,23 min,"Comedy, Family, Music",5.2,"40,470"
When They Cry,2006,TV-MA,24 min,"Animation, Drama, Horror",7.9,"5,731"
Jeff Dunham: Arguing with Myself,2006,Not Rated,76 min,Comedy,8.0,"4,004"
Roving Mars,2006,G,40 min,"Documentary, Short",7.2,"1,068"
Bon Cop Bad Cop,2006,R,117 min,"Action, Comedy, Crime",6.7,"12,733"
Dexter,2006,TV-MA,55 min,"Crime, Drama, Mystery",8.2,"6,473"
Step Up,2006,PG-13,104 min,"Crime, Drama, Music",6.5,"119,288"
I'm Reed Fish,2006,PG,93 min,"Comedy, Drama, Romance",5.7,"4,384"
Hellsing Ultimate,2006,Not Rated,50 min,"Animation, Action, Fantasy",8.3,"23,275"
Nietzsche and the Nazis,2006,PG,165 min,Documentary,7.7,57
Keeping Up with the Kardashians,2006,TV-14,44 min,"Drama, Family, Reality-TV",2.8,"29,990"
Dexter,2006,TV-MA,53 min,"Crime, Drama, Mystery",8.7,"9,628"
Dexter,2006,TV-MA,53 min,"Crime, Drama, Mystery",8.7,"5,518"
Running Wild,2006,Not Rated,124 min,"Action, Crime, Drama",6.3,825
Dexter,2006,TV-MA,55 min,"Crime, Drama, Mystery",8.9,"4,928"
Dexter,2006,TV-MA,51 min,"Crime, Drama, Mystery",9.2,"5,981"
Dexter,2006,TV-MA,50 min,"Crime, Drama, Mystery",9.3,"5,748"
An Inconvenient Truth,2006,PG,96 min,"Documentary, News",7.4,"83,432"
Dexter,2006,TV-MA,53 min,"Crime, Drama, Mystery",8.9,"6,208"
Dexter,2006,TV-MA,58 min,"Crime, Drama, Mystery",8.6,"5,952"
The Departed,2006,R,151 min,"Crime, Drama, Thriller",8.5,"1,310,171"
Southern Justice,2006,R,96 min,"Action, Adventure, Thriller",3.1,131
Dexter,2006,TV-MA,51 min,"Crime, Drama, Mystery",8.3,"6,064"
This Is England,2006,Not Rated,101 min,"Crime, Drama",7.7,"122,393"
Kyle XY,2006,TV-14,60 min,"Drama, Mystery, Romance",7.5,"29,554"
Dexter,2006,TV-MA,56 min,"Crime, Drama, Mystery",9.1,"6,130"
Maxed Out,2006,Unrated,90 min,Documentary,7.2,"2,202"
Dexter,2006,TV-MA,54 min,"Crime, Drama, Mystery",9.2,"6,247"
Black Book,2006,R,145 min,"Drama, Thriller, War",7.7,"77,055"
Wanderlust,2006,Not Rated,84 min,"Documentary, History",6.7,130
Dexter,2006,TV-MA,56 min,"Crime, Drama, Mystery",9.6,"10,604"
The IT Crowd,2006,TV-14,25 min,Comedy,8.5,"151,277"
Big Guns,2006,Not Rated,84 min,Comedy,7.5,21
The Holiday,2006,PG-13,136 min,"Comedy, Romance",6.9,"284,199"
Tales from Earthsea,2006,PG-13,115 min,"Animation, Adventure, Fantasy",6.3,"40,010"
Smokin' Aces,2006,R,108 min,"Action, Comedy, Crime",6.6,"145,893"
Alien Secrets,2006,Not Rated,86 min,"Comedy, Drama, Sci-Fi",5.3,39
Ergo Proxy,2006,TV-14,25 min,"Animation, Action, Adventure",7.9,"14,379"
The Melancholy of Haruhi Suzumiya,2006,TV-14,24 min,"Animation, Comedy, Fantasy",7.8,"8,489"
