title,year released,certificate,duration_min,genre ,rating,votes,age
Bleach,2004,TV-14,25,Animation,6.7,153,18
Bleach,2004,TV-14,24,Animation,7.9,319,18
Bleach,2004,TV-14,24,Animation,7.5,312,18
Roscoe's House of Chicken n Waffles,2004,Not Rated,90,Comedy,4.1,71,18
A Cinderella Story,2004,PG,95,Comedy,5.9,"87,840",18
Shameless,2004,TV-MA,90,Comedy,8,"16,895",18
Out of Reach,2004,R,86,Action,4,"4,952",18
Howl's Moving Castle,2004,PG,119,Animation,8.2,"390,278",18
Yu-Gi-Oh!: The Movie - Pyramid of Light,2004,PG,90,Animation,4.9,"8,621",18
Bleach,2004,TV-14,23,Animation,7.4,235,18
Winx Club,2004,TV-Y7,25,Animation,6.1,"7,005",18
The Adventures of Sharkboy and Lavagirl 3-D,2004,PG,93,Action,3.6,"38,137",18
The Staircase,2004,TV-MA,629,Documentary,7.8,"24,588",18
Bleach,2004,TV-14,23,Animation,8.7,525,18
Meeting a Bullet,2004,R,75,Crime,3.7,115,18
Bleach,2004,TV-14,26,Animation,6.7,159,18
Bleach,2004,TV-14,24,Animation,7.7,325,18
Bleach,2004,TV-14,24,Animation,7.5,474,18
Bleach,2004,TV-14,24,Animation,7.2,327,18
Bleach,2004,TV-14,24,Animation,8.8,552,18
Bleach,2004,TV-14,23,Animation,8.1,375,18
Avatar: The Last Airbender,2005,TV-Y7,23,Animation,7.9,"3,662",17
Avatar: The Last Airbender,2005,TV-Y7,25,Animation,7.7,"3,993",17
Avatar: The Last Airbender,2005,TV-Y7,23,Animation,8,"4,163",17
Lord of War,2005,R,122,Crime,7.6,"316,908",17
Gie,2005,Not Rated,147,Biography,7.6,997,17
Avatar: The Last Airbender,2005,TV-Y7,25,Animation,9.1,"4,257",17
Avatar: The Last Airbender,2005,TV-Y7,25,Animation,8.4,"3,732",17
Avatar: The Last Airbender,2005,TV-Y7,30,Animation,7.6,"3,726",17
Johnny Test,2005,TV-Y,21,Animation,7.5,47,17
The Suite Life of Zack & Cody,2005,TV-G,30,Comedy,6.5,"36,629",17
Avatar: The Last Airbender,2005,TV-Y7,24,Animation,7.8,"3,791",17
Avatar: The Last Airbender,2005,TV-Y7,24,Animation,7.9,"3,682",17
Avatar: The Last Airbender,2005,TV-Y7,25,Animation,9.3,"4,584",17
Avatar: The Last Airbender,2005,TV-Y7,25,Animation,7.8,"4,093",17
Avatar: The Last Airbender,2005,TV-Y7,25,Animation,8.6,"3,551",17
Rumor Has It...,2005,PG-13,97,Comedy,5.5,"58,670",17
The True Story of Alexander the Great,2005,Not Rated,150,Documentary,7.6,110,17
Hell's Kitchen,2005,TV-14,42,Game-Show,7.1,"20,887",17
Avatar: The Last Airbender,2005,TV-Y7,24,Animation,7.4,"3,627",17
Welcome to Dongmakgol,2005,Not Rated,133,Comedy,7.6,"7,195",17
Johnny Test,2005,TV-Y,22,Animation,7.8,53,17
Johnny Test,2005,TV-Y7,23,Animation,6.5,28,17
Johnny Test,2005,TV-Y7,23,Animation,6.6,29,17
Johnny Test,2005,TV-Y7,23,Animation,6.4,32,17
Avatar: The Last Airbender,2005,TV-Y7,22,Animation,9.4,"4,138",17
Johnny Test,2005,TV-Y7,30,Animation,5.1,"8,436",17
Johnny Test,2005,TV-Y7,23,Animation,6.8,39,17
The Comedians of Comedy,2005,R,103,Comedy,7.2,"2,614",17
Puppy,2005,Not Rated,95,Comedy,5.9,299,17
Johnny Test,2005,TV-Y7,23,Animation,6.7,39,17
The Boondocks,2005,TV-MA,22,Animation,8.3,546,17
Avatar: The Last Airbender,2005,TV-Y7,24,Animation,8.6,"3,741",17
Racing Stripes,2005,PG,102,Adventure,5.2,"17,338",17
Johnny Test,2005,TV-Y7,23,Animation,6.1,34,17
Avatar: The Last Airbender,2005,TV-Y7,25,Animation,8.5,"3,960",17
Johnny Test,2005,TV-Y7,23,Animation,7.1,39,17
Johnny Test,2005,TV-Y7,23,Animation,5.9,28,17
The Boondocks,2005,TV-MA,22,Animation,7.8,324,17
Avatar: The Last Airbender,2005,TV-Y7,24,Animation,8.1,"3,423",17
The Boondocks,2005,TV-MA,20,Animation,8.1,300,17
Avatar: The Last Airbender,2005,TV-Y7,25,Animation,9,"3,803",17
Avatar: The Last Airbender,2005,TV-Y7,25,Animation,8.8,"3,865",17
Johnny Test,2005,TV-Y7,23,Animation,7.5,45,17
Johnny Test,2005,TV-Y7,23,Animation,6.4,37,17
The Boondocks,2005,TV-MA,23,Animation,7.4,271,17
The Boondocks,2005,TV-MA,22,Animation,8.5,"30,847",17
Johnny Test,2005,TV-Y7,23,Animation,6.1,30,17
The Boondocks,2005,TV-MA,22,Animation,7.8,361,17
Johnny Test,2005,TV-Y7,23,Animation,6.8,33,17
The Boondocks,2005,TV-14,20,Animation,8.2,379,17
Johnny Test,2005,TV-Y7,23,Animation,6.6,32,17
The Boondocks,2005,TV-MA,23,Animation,8.2,429,17
Avatar: The Last Airbender,2005,TV-Y7-FV,23,Animation,9.3,"309,241",17
Supernatural,2005,TV-14,44,Drama,8.4,"439,601",17
The Boondocks,2005,TV-MA,23,Animation,7.8,321,17
Avatar: The Last Airbender,2005,TV-Y7,25,Animation,9.5,"5,383",17
The Boondocks,2005,TV-MA,21,Animation,8.5,492,17
Johnny Test,2005,TV-Y,21,Animation,8.1,65,17
The Boondocks,2005,TV-MA,22,Animation,8.5,494,17
Avatar: The Last Airbender,2005,TV-Y7,25,Animation,8.5,"3,405",17
The Boondocks,2005,TV-MA,22,Animation,7.9,479,17
The Boondocks,2005,TV-MA,23,Animation,7.9,345,17
The Boondocks,2005,TV-MA,20,Animation,7.9,587,17
Johnny Test,2005,TV-Y7,23,Animation,7,40,17
Initial D,2005,TV-PG,107,Action,6.3,"8,806",17
Avatar: The Last Airbender,2005,TV-Y7,25,Animation,8.6,"3,734",17
Avatar: The Last Airbender,2005,TV-Y7,25,Animation,8.3,"3,652",17
Johnny Test,2005,TV-Y7,23,Animation,6.7,46,17
The Boondocks,2005,TV-MA,22,Animation,8.1,381,17
Way of the Vampire,2005,R,82,Action,2,"1,649",17
Avatar: The Last Airbender,2005,TV-Y7,25,Animation,9.2,"5,421",17
The Boondocks,2005,TV-MA,21,Animation,8.7,387,17
Avatar: The Last Airbender,2005,TV-Y7,25,Animation,8.1,"3,690",17
The Boondocks,2005,TV-MA,23,Animation,8.4,385,17
Johnny Test,2005,TV-Y7,21,Animation,7.2,58,17
Johnny Test,2005,TV-Y7,23,Animation,6.5,30,17
Prison Break,2005,TV-14,44,Action,8.3,"529,304",17
The Boondocks,2005,TV-MA,22,Animation,7.5,328,17
Avatar: The Last Airbender,2005,TV-Y7,25,Animation,9,"3,829",17
Avatar: The Last Airbender,2005,TV-Y7,24,Animation,8.9,"3,769",17
Avatar: The Last Airbender,2005,TV-Y7,25,Animation,8.1,"4,406",17
Johnny Test,2005,TV-Y,21,Animation,7.3,51,17
Avatar: The Last Airbender,2005,TV-Y7,25,Animation,9,"4,443",17
Johnny Test,2005,TV-Y7,23,Animation,5.8,32,17
Camp Lazlo!,2005,TV-Y7,30,Animation,6.4,"9,971",17
Avatar: The Last Airbender,2005,TV-Y7,25,Animation,8.7,"3,702",17
Avatar: The Last Airbender,2005,TV-Y7,25,Animation,8.7,"3,634",17
Avatar: The Last Airbender,2005,TV-Y7,25,Animation,8.3,"3,493",17
Avatar: The Last Airbender,2005,TV-Y7,25,Animation,9.5,"4,740",17
Avatar: The Last Airbender,2005,TV-Y7,25,Animation,7.8,"3,871",17
Avatar: The Last Airbender,2005,TV-Y7,25,Animation,8.8,"3,895",17
Johnny Test,2005,TV-Y,21,Animation,7.7,54,17
Avatar: The Last Airbender,2005,TV-Y7,25,Animation,9.1,"4,316",17
Next Door,2005,Unrated,75,Horror,6.4,"10,015",17
The Boondocks,2005,TV-MA,22,Animation,9.2,511,17
Avatar: The Last Airbender,2005,TV-Y7,25,Animation,8.5,"3,528",17
Meerkat Manor,2005,TV-14,26,Documentary,8.3,"1,256",17
Johnny Test,2005,TV-Y,21,Animation,7.2,51,17
Get Rich or Die Tryin',2005,R,117,Biography,5.4,"47,480",17
Avatar: The Last Airbender,2005,TV-Y7,25,Animation,8.9,"3,733",17
Avatar: The Last Airbender,2005,TV-Y7,24,Animation,8.3,"3,413",17
Avatar: The Last Airbender,2005,TV-Y7,25,Animation,6.9,"4,106",17
Avatar: The Last Airbender,2005,TV-Y7,25,Animation,9.1,"4,461",17
The Cave,2005,PG-13,97,Adventure,5.1,"39,112",17
Johnny Test,2005,TV-Y7,23,Animation,5.6,26,17
The Boondocks,2005,TV-MA,23,Animation,8.3,400,17
Johnny Test,2005,TV-Y,21,Animation,6.9,55,17
The Girl from Monday,2005,R,84,Action,5.3,"1,073",17
Johnny Test,2005,TV-Y,21,Animation,7.5,101,17
Grey's Anatomy,2005,TV-14,41,Drama,7.6,"303,617",17
Supernatural,2005,TV-14,44,Drama,8.4,"439,597",17
Johnny Test,2005,TV-Y,21,Animation,7.5,49,17
Avatar: The Last Airbender,2005,TV-Y7,24,Animation,8.8,"4,218",17
Avatar: The Last Airbender,2005,TV-Y7,24,Animation,9.6,"3,953",17
Avatar: The Last Airbender,2005,TV-Y7,23,Animation,7.9,"4,964",17
The Puffy Chair,2005,R,85,Comedy,6.5,"5,135",17
Johnny Test,2005,TV-Y,22,Animation,7.4,59,17
Johnny Test,2005,TV-Y,21,Animation,7.3,80,17
Doom,2005,R,105,Action,5.2,"113,934",17
Avatar: The Last Airbender,2005,TV-Y7,22,Animation,9.1,"3,856",17
Avatar: The Last Airbender,2005,TV-Y7,25,Animation,9,"3,889",17
The Boondocks,2005,TV-MA,23,Animation,9,559,17
Avatar: The Last Airbender,2005,TV-Y7,25,Animation,7.6,"3,650",17
Avatar: The Last Airbender,2005,TV-Y7,25,Animation,8.6,"3,747",17
The Boondocks,2005,TV-MA,23,Animation,8.1,382,17
Avatar: The Last Airbender,2005,TV-Y7,25,Animation,9.6,"5,221",17
Avatar: The Last Airbender,2005,TV-Y7,25,Animation,8.1,"4,164",17
Avatar: The Last Airbender,2005,TV-Y7,25,Animation,8.4,"4,307",17
Avatar: The Last Airbender,2005,TV-Y7,25,Animation,8,"3,936",17
Johnny Test,2005,TV-Y,22,Animation,7.6,69,17
Save the Forest,2005,Not Rated,90,Comedy,6.9,45,17
Johnny Test,2005,TV-Y7,23,Animation,5.8,24,17
How I Met Your Mother,2005,TV-14,22,Comedy,8.3,"676,121",17
Avatar: The Last Airbender,2005,TV-Y7,25,Animation,7.8,"3,737",17
Dexter,2006,TV-MA,55,Crime,8.7,"4,876",16
Dexter,2006,TV-MA,53,Crime,8.5,"4,783",16
Dexter,2006,TV-MA,53,Crime,8.4,"4,787",16
Dexter,2006,TV-MA,56,Crime,8.5,"5,036",16
Dexter,2006,TV-MA,49,Crime,9,"5,114",16
Dexter,2006,TV-MA,56,Crime,8.6,"4,924",16
Dexter,2006,TV-MA,52,Crime,8.6,"5,001",16
Torchwood,2006,TV-MA,50,Action,7.7,"41,119",16
Top Chef,2006,TV-14,44,Game-Show,7.6,"6,220",16
Dexter,2006,TV-MA,51,Crime,9,"4,919",16
H2O: Just Add Water,2006,TV-PG,23,Drama,7.2,"15,477",16
This Film Is Not Yet Rated,2006,Unrated,98,Documentary,7.4,"28,229",16
Hannah Montana,2006,TV-G,23,Comedy,5.2,"40,470",16
When They Cry,2006,TV-MA,24,Animation,7.9,"5,731",16
Jeff Dunham: Arguing with Myself,2006,Not Rated,76,Comedy,8,"4,004",16
Roving Mars,2006,G,40,Documentary,7.2,"1,068",16
Bon Cop Bad Cop,2006,R,117,Action,6.7,"12,733",16
Dexter,2006,TV-MA,55,Crime,8.2,"6,473",16
Step Up,2006,PG-13,104,Crime,6.5,"119,288",16
I'm Reed Fish,2006,PG,93,Comedy,5.7,"4,384",16
Hellsing Ultimate,2006,Not Rated,50,Animation,8.3,"23,275",16
Nietzsche and the Nazis,2006,PG,165,Documentary,7.7,57,16
Keeping Up with the Kardashians,2006,TV-14,44,Drama,2.8,"29,990",16
Dexter,2006,TV-MA,53,Crime,8.7,"9,628",16
Dexter,2006,TV-MA,53,Crime,8.7,"5,518",16
Running Wild,2006,Not Rated,124,Action,6.3,825,16
Dexter,2006,TV-MA,55,Crime,8.9,"4,928",16
Dexter,2006,TV-MA,51,Crime,9.2,"5,981",16
Dexter,2006,TV-MA,50,Crime,9.3,"5,748",16
An Inconvenient Truth,2006,PG,96,Documentary,7.4,"83,432",16
Dexter,2006,TV-MA,53,Crime,8.9,"6,208",16
Dexter,2006,TV-MA,58,Crime,8.6,"5,952",16
The Departed,2006,R,151,Crime,8.5,"1,310,171",16
Southern Justice,2006,R,96,Action,3.1,131,16
Dexter,2006,TV-MA,51,Crime,8.3,"6,064",16
This Is England,2006,Not Rated,101,Crime,7.7,"122,393",16
Kyle XY,2006,TV-14,60,Drama,7.5,"29,554",16
Dexter,2006,TV-MA,56,Crime,9.1,"6,130",16
Maxed Out,2006,Unrated,90,Documentary,7.2,"2,202",16
Dexter,2006,TV-MA,54,Crime,9.2,"6,247",16
Black Book,2006,R,145,Drama,7.7,"77,055",16
Wanderlust,2006,Not Rated,84,Documentary,6.7,130,16
Dexter,2006,TV-MA,56,Crime,9.6,"10,604",16
The IT Crowd,2006,TV-14,25,Comedy,8.5,"151,277",16
Big Guns,2006,Not Rated,84,Comedy,7.5,21,16
The Holiday,2006,PG-13,136,Comedy,6.9,"284,199",16
Tales from Earthsea,2006,PG-13,115,Animation,6.3,"40,010",16
Smokin' Aces,2006,R,108,Action,6.6,"145,893",16
Alien Secrets,2006,Not Rated,86,Comedy,5.3,39,16
Ergo Proxy,2006,TV-14,25,Animation,7.9,"14,379",16
The Melancholy of Haruhi Suzumiya,2006,TV-14,24,Animation,7.8,"8,489",16
Dexter,2006,TV-MA,56,Crime,8.4,"5,709",16
Dexter,2006,TV-MA,55,Crime,8.5,"5,455",16
The Painted Veil,2006,PG-13,125,Drama,7.4,"93,122",16
Dexter,2006,TV-MA,53,Crime,8.9,"6,349",16
Dreamgirls,2006,PG-13,130,Drama,6.6,"74,022",16
Dexter,2006,TV-MA,52,Crime,8.6,"5,605",16
Death Note,2006,TV-14,24,Animation,9,"316,300",16
Code Geass,2006,TV-14,24,Animation,8.7,"67,510",16
Ouran High School Host Club,2006,TV-14,24,Animation,8.2,"10,124",16
Black Lagoon,2006,TV-MA,25,Animation,7.9,"15,113",16
300,2006,R,117,Action,7.6,"815,351",16
Zach Galifianakis: Live at the Purple Onion,2006,Unrated,90,Documentary,7.2,"4,009",16
Dexter,2006,TV-MA,53,Crime,8.7,"720,792",16
Gurren Lagann,2007,TV-14,24,Animation,8.3,"18,195",15
The Last Legion,2007,PG-13,101,Action,5.4,"35,943",15
Zeitgeist,2007,Not Rated,118,Documentary,8.1,"49,587",15
Claymore,2007,TV-MA,24,Animation,8,"13,743",15
The Tudors,2007,TV-MA,60,Drama,8.1,"74,863",15
Afro Samurai,2007,TV-MA,26,Animation,7.6,"16,823",15
In the Name of the King: A Dungeon Siege Tale,2007,PG-13,127,Action,3.8,"49,241",15
The Tudors,2007,TV-MA,47,Drama,7.7,702,15
The Tudors,2007,TV-MA,52,Drama,7.8,723,15
The Tudors,2007,TV-MA,53,Drama,7.7,737,15
The Tudors,2007,TV-MA,53,Drama,7.6,753,15
The Tudors,2007,TV-MA,54,Drama,7.7,842,15
The Tudors,2007,TV-MA,51,Drama,7.5,903,15
The Tudors,2007,TV-MA,50,Drama,8.1,760,15
The Tudors,2007,TV-MA,53,Drama,7.6,978,15
Beautiful Sunday,2007,G,117,Thriller,5.7,123,15
The Tudors,2007,TV-MA,54,Drama,7.4,"1,226",15
Train of the Dead,2007,TV-14,88,Crime,3.5,383,15
Bobby Z,2007,R,97,Action,5.8,"14,817",15
Mad Men,2007,TV-14,47,Drama,8.7,"237,030",15
Hannibal Rising,2007,R,121,Adventure,6.1,"110,447",15
Masha and the Bear,2007,TV-Y,7,Animation,7.5,"3,219",15
The Tudors,2007,TV-MA,51,Drama,7.6,787,15
Gossip Girl,2007,TV-14,42,Drama,7.5,"173,318",15
Simply Actors,2007,Not Rated,120,Comedy,5.3,266,15
The Tudors,2007,TV-MA,56,Drama,7.9,568,15
The Tudors,2007,TV-MA,52,Drama,7.8,663,15
The Tudors,2007,TV-MA,53,Drama,8.2,577,15
Pool Party,2007,Not Rated,92,Comedy,5.2,"1,113",15
Eye in the Sky,2007,Not Rated,90,Action,6.7,"1,898",15
The Tudors,2007,TV-MA,54,Drama,8.6,655,15
Californication,2007,TV-MA,28,Comedy,8.3,"180,641",15
Polycarp,2007,Not Rated,85,Crime,3,"1,067",15
Mongol: The Rise of Genghis Khan,2007,R,126,Action,7.2,"46,974",15
TED: The Future We Will Create,2007,Not Rated,74,Documentary,6.9,161,15
Skins,2007,TV-MA,46,Drama,8.2,"83,918",15
Crap Shoot: The Documentary,2007,PG,97,Documentary,3.9,190,15
Nanking,2007,R,88,Biography,7.7,"3,504",15
Upin & Ipin,2007,TV-Y,7,Animation,5.8,366,15
Hairspray,2007,PG,117,Comedy,6.7,"130,694",15
Knocked Up,2007,R,129,Comedy,6.9,"369,484",15
Joshua,2007,R,106,Drama,5.8,"12,896",15
Super Why!,2007,TV-Y,30,Animation,6,911,15
Zodiac,2007,R,157,Crime,7.7,"536,068",15
The Tudors,2007,TV-MA,52,Drama,7.9,579,15
The Tudors,2007,TV-MA,55,Drama,8.4,646,15
Mo,2007,Not Rated,105,Comedy,6.6,218,15
The Tudors,2007,TV-MA,55,Drama,7.8,627,15
The Tudors,2007,TV-MA,50,Drama,8.7,762,15
The Tudors,2007,TV-MA,55,Drama,7.9,588,15
The Tudors,2007,TV-MA,53,Drama,7.9,601,15
The Real Housewives of Atlanta,2008,TV-14,44,Reality-TV,4.4,"3,803",14
Eagle Eye,2008,PG-13,118,Action,6.6,"187,292",14
Kicking It,2008,Not Rated,98,Documentary,7.2,380,14
Iron Man: Armored Adventures,2008,TV-Y7,22,Animation,6.4,"3,678",14
Jeff Dunham's Very Special Christmas Special,2008,Not Rated,85,Comedy,7.4,"3,049",14
The Day the Earth Stood Still,2008,PG-13,104,Adventure,5.5,"171,003",14
Toradora!,2008,TV-14,24,Animation,8,"15,338",14
Shelldon,2008,TV-Y,22,Animation,6,41,14
A Certain Magical Index,2008,TV-14,23,Animation,6.8,"1,982",14
Breaking Bad,2008,TV-MA,49,Crime,9.5,"1,831,359",14
Zeitgeist: Addendum,2008,Not Rated,123,Documentary,8.2,"18,368",14
Smart People,2008,R,95,Comedy,6.1,"23,145",14
The Spectacular Spider-Man,2008,TV-Y7,23,Animation,8.3,"15,539",14
Forbidden Love,2008,TV-PG,90,Drama,7.6,"13,502",14
Natural Possession: Director's Cut,2008,Not Rated,97,Drama,5.1,65,14
Pajanimals,2008,TV-G,2,Family,6.7,103,14
Breaking Bad,2008,TV-MA,49,Crime,9.5,"1,831,340",14
Murdoch Mysteries,2008,TV-PG,48,Crime,8.2,"14,381",14
Dying God,2008,R,85,Horror,2.8,"1,074",14
Dead & Nowhere,2008,Unrated,90,Crime,2.5,19,14
Chevolution,2008,Not Rated,86,Documentary,6.5,573,14
Winter in Wartime,2008,R,103,Drama,7,"12,952",14
Step Up 2: The Streets,2008,PG-13,98,Drama,6.2,"87,797",14
Monty Python: Before the Flying Circus,2008,Not Rated,55,Documentary,7.3,172,14
Craptastic,2008,Not Rated,89,Comedy,3.6,88,14
Rosario + Vampire,2008,TV-14,25,Animation,6.9,"3,205",14
1920,2008,Unrated,138,Horror,6.4,"3,555",14
Nerdcore Rising,2008,Not Rated,85,Documentary,6.7,503,14
Lost Tapes,2008,TV-14,30,Horror,6.1,907,14
Tropic Thunder,2008,R,107,Action,7,"413,784",14
2:22,2008,R,104,Crime,5.1,"1,431",14
Open Season 2,2008,PG,76,Animation,5.5,"24,277",14
Tim chin So F**king Rock,2008,Not Rated,127,Comedy,8.1,297,14
The Art Star and the Sudanese Twins,2008,Not Rated,109,Documentary,7.1,87,14
Huntin' Buddies,2008,Not Rated,51,Comedy,7.4,21,14
Star Wars: The Clone Wars,2008,TV-PG,23,Animation,8.4,"94,334",14
Stone of Destiny,2008,PG,96,Adventure,6.7,"4,114",14
Being Human,2008,TV-14,60,Comedy,7.8,"25,374",14
The Real Housewives of New York City,2008,TV-14,44,Reality-TV,4.6,"3,671",14
Ponyo,2008,G,101,Animation,7.6,"143,199",14
Sons of Anarchy,2008,TV-MA,45,Crime,8.6,"294,616",14
Spice and Wolf,2008,TV-14,24,Animation,7.9,"4,467",14
Step Brothers,2008,R,98,Comedy,6.9,"294,349",14
Wakfu,2008,TV-Y7-FV,24,Animation,8.1,"1,549",14
RuPaul's Drag Race: Untucked!,2009,TV-14,21,Reality-TV,7.2,47,13
Splatter,2009,TV-14,29,Comedy,3.2,634,13
The Figurine,2009,PG-13,120,Horror,4.3,255,13
Fullmetal Alchemist: Brotherhood,2009,TV-14,24,Animation,9.1,"164,032",13
Coco Before Chanel,2009,PG-13,105,Biography,6.6,"40,694",13
White Collar,2009,TV-PG,40,Comedy,8.3,"131,006",13
Glee,2009,TV-PG,44,Comedy,6.8,"147,910",13
Hard Times,2009,R,94,Comedy,5.8,"2,579",13
InuYasha: The Final Act,2009,TV-14,24,Animation,8.5,"3,102",13
Clash of the Dinosaurs,2009,TV-PG,44,Documentary,6.3,215,13
Observe and Report,2009,R,86,Comedy,5.7,"63,494",13
Suzumiya Haruhi chan no yûutsu,2009,TV-14,3,Animation,6.6,428,13
Finding Bliss,2009,R,96,Comedy,5.2,"2,555",13
RuPaul's Drag Race: Untucked!,2009,TV-14,20,Reality-TV,7.5,51,13
The Good Wife,2009,TV-14,43,Crime,8.4,"75,557",13
The Gruffalo,2009,Not Rated,27,Animation,7.5,"6,977",13
The Ugly Truth,2009,R,96,Comedy,6.4,"219,132",13
Midnight Chronicles,2009,Not Rated,100,Action,3.6,"1,026",13
Chicago Overcoat,2009,R,94,Action,5.9,"1,159",13
Patton Oswalt: My Weakness Is Strong,2009,Unrated,64,Documentary,7.5,"1,130",13
NCIS: Los Angeles,2009,TV-14,43,Action,6.7,"53,571",13
Loose Change 9/11: An American Coup,2009,Unrated,99,Documentary,7.1,"3,642",13
Fairy Tail,2009,TV-14,24,Animation,7.9,"24,692",13
RuPaul's Drag Race: Untucked!,2009,TV-14,21,Reality-TV,7.8,52,13
Ezel,2009,TV-14,90,Crime,8.7,"32,693",13
American Bully,2009,R,85,Crime,4.8,388,13
The Human Centipede (First Sequence),2009,R,92,Horror,4.4,"79,417",13
Misfits,2009,TV-MA,60,Comedy,8.2,"101,181",13
Archer,2009,TV-MA,22,Animation,8.6,"153,880",13
RuPaul's Drag Race: Untucked!,2009,TV-14,21,Reality-TV,7.7,"3,485",13
The Deported,2009,PG-13,90,Comedy,4.4,138,13
Community,2009,TV-14,22,Comedy,8.5,"261,138",13
Orgasm Inc.,2009,Not Rated,73,Documentary,5.9,557,13
My Suicide,2009,Not Rated,107,Comedy,7,"2,032",13
The Vampire Diaries,2009,TV-14,43,Drama,7.7,"318,383",13
Public Enemies,2009,R,140,Action,7,"302,797",13
RuPaul's Drag Race: Untucked!,2009,TV-14,20,Reality-TV,7.4,49,13
RuPaul's Drag Race: Untucked!,2009,TV-14,20,Reality-TV,9,81,13
RuPaul's Drag Race: Untucked!,2009,TV-14,20,Reality-TV,7.7,43,13
Modern Family,2009,TV-PG,22,Comedy,8.5,"423,968",13
Modern Family,2009,TV-PG,22,Comedy,8.5,"423,963",13
RuPaul's Drag Race: Untucked!,2009,TV-14,20,Reality-TV,7.4,44,13
RuPaul's Drag Race: Untucked!,2009,TV-14,20,Reality-TV,7.5,43,13
Mutants,2009,R,95,Drama,5.5,"4,139",13
The Increasingly Poor Decisions of Todd Margaret,2009,TV-MA,25,Comedy,7.5,"6,610",13
Echelon 8,2009,Not Rated,118,Action,3.3,130,13
Brooklyn's Finest,2009,R,132,Action,6.7,"64,048",13
RuPaul's Drag Race: Untucked!,2009,TV-14,20,Reality-TV,7.4,39,13
Drop Dead Diva,2009,TV-PG,60,Comedy,7.4,"19,731",13
Alvin and the Chipmunks: The Squeakquel,2009,PG,88,Animation,4.5,"49,386",13
Hachi: A Dog's Tale,2009,G,93,Biography,8.1,"283,263",13
"Crazy Horse, Paris with Dita Von Teese",2009,Not Rated,56,Musical,6.3,161,13
Beyond a Reasonable Doubt,2009,PG-13,106,Crime,5.8,"13,020",13
RuPaul's Drag Race: Untucked!,2009,TV-14,20,Reality-TV,7.3,42,13
The Lazarus Papers,2010,R,90,Action,4.1,"3,243",12
Rake,2010,Not Rated,60,Comedy,8.5,"7,976",12
My Little Pony: Friendship Is Magic,2010,TV-Y,22,Animation,7.6,"21,074",12
Howl,2010,R,84,Biography,6.6,"13,067",12
Inside Job,2010,PG-13,109,Documentary,8.2,"75,659",12
Nexus,2010,R,81,Thriller,6.8,85,12
Takers,2010,PG-13,107,Action,6.2,"62,903",12
Vexed,2010,TV-PG,60,Comedy,7.2,"3,629",12
The Walking Dead,2010,TV-MA,44,Drama,8.1,"970,067",12
Unthinkable,2010,R,97,Crime,7,"88,545",12
Dahmer vs. Gacy,2010,Not Rated,90,Comedy,2.7,544,12
The Octonauts,2010,TV-Y,11,Animation,7.6,"1,121",12
A Night for Dying Tigers,2010,Not Rated,90,Drama,5.1,430,12
Little Town of Bethlehem,2010,PG-13,75,Documentary,7.5,36,12
127 Hours,2010,R,94,Biography,7.6,"375,723",12
The Walking Dead,2010,TV-MA,44,Drama,8.1,"970,060",12
Hawaii Five-0,2010,TV-14,42,Action,7.4,"73,530",12
"Fat, Sick & Nearly Dead",2010,Not Rated,97,Documentary,7.5,"8,765",12
The Karate Kid,2010,PG,140,Action,6.2,"183,166",12
Wind Blast,2010,Not Rated,114,Action,5.1,400,12
Born to Raise Hell,2010,R,98,Action,4.3,"4,388",12
Killers,2010,PG-13,100,Action,5.4,"92,179",12
Still,2010,TV-MA,100,Horror,4.3,368,12
Blue Mountain State,2010,TV-MA,22,Comedy,8.3,"53,845",12
Republic of Doyle,2010,TV-14,60,Comedy,7.6,"4,117",12
The Secret World of Arrietty,2010,G,94,Animation,7.6,"92,424",12
Burning Daylight,2010,TV-MA,102,Crime,5.2,248,12
Pretty Little Liars,2010,TV-14,44,Drama,7.4,"166,548",12
Whitney Cumgs: Money Shot,2010,TV-MA,48,Documentary,6.2,940,12
The Real Housewives of Beverly Hills,2010,TV-14,44,Reality-TV,5.2,"6,393",12
Highschool of the Dead,2010,TV-MA,24,Animation,7.2,"13,405",12
Death and Cremation,2010,Not Rated,86,Drama,5.6,776,12
Ayahuasca: Vine of the Soul,2010,Not Rated,52,Documentary,6.4,397,12
Spartacus,2010,TV-MA,55,Action,8.5,"241,105",12
Sinatra Club,2010,Not Rated,88,Action,4.6,616,12
John Lennon: Love Is All You Need,2010,Not Rated,82,Documentary,6.1,164,12
Beyond,2010,Not Rated,99,Drama,7,"4,059",12
The Ghost Writer,2010,PG-13,128,Crime,7.2,"164,272",12
The Warrior's Way,2010,R,100,Action,6.2,"26,488",12
22 Bullets,2010,Not Rated,117,Action,6.6,"34,971",12
Step Up 3D,2010,PG-13,107,Drama,6.1,"58,322",12
Bed & Breakfast: Love is a Happy Accident,2010,PG-13,89,Comedy,5,"1,057",12
Ore no imouto ga konna ni kawaii wake ga nai,2010,TV-14,25,Animation,6.4,"1,535",12
Problem Child: Leslie Jones,2010,Not Rated,60,Comedy,5.9,266,12
Louder Than a Bomb,2010,Not Rated,99,Documentary,7.3,382,12
Luther,2010,TV-MA,60,Crime,8.4,"136,105",12
The Trial,2010,PG-13,101,Crime,5.5,"1,557",12
Borgen,2010,TV-14,58,Drama,8.5,"26,360",12
